tracking_id,datetime,windmill_generated_power(kW/h)
WM_7132,2018-12-28 08:03:20,7.7811446
WM_9999,2019-01-17 20:53:20,11.648631
WM_16317,2019-03-08 02:33:20,10.115845
WM_23785,2019-05-20 03:43:20,4.5465927
WM_30538,2019-07-10 09:43:20,3.5138419
WM_24664,2019-05-26 10:53:20,4.786284
WM_21787,2019-05-05 23:53:20,6.665073
WM_2230,2018-11-17 00:33:20,2.6727571
WM_24018,2019-05-21 18:33:20,6.704069
WM_28910,2019-06-28 15:23:20,2.397797
WM_32732,2019-07-28 12:33:20,5.602431
WM_24938,2019-05-29 06:33:20,5.2768235
WM_36799,2019-08-26 18:13:20,3.2601402
WM_14671,2019-02-22 02:03:20,10.598006
WM_25326,2019-06-01 08:53:20,3.7100577
WM_7234,2018-12-29 01:03:20,9.937478
WM_3070,2018-11-26 10:23:20,6.3488994
WM_38249,2019-09-07 20:13:20,7.725493
WM_20480,2019-04-26 00:53:20,6.044389
WM_37835,2019-09-04 23:13:20,6.413455
WM_39869,2019-09-19 14:53:20,6.6730103
WM_24951,2019-05-29 08:43:20,3.6595292
WM_1790,2018-11-13 21:33:20,3.4242291
WM_30940,2019-07-13 06:33:20,5.698858
WM_29295,2019-07-01 10:33:20,5.2871733
WM_15979,2019-03-05 15:23:20,7.237787
WM_24854,2019-05-28 13:53:20,8.785124
WM_6691,2018-12-25 04:33:20,12.199541
WM_28877,2019-06-28 09:43:20,2.7766733
WM_20120,2019-04-22 03:23:20,4.327173
WM_14498,2019-02-20 20:53:20,6.6793504
WM_24394,2019-05-24 10:33:20,3.8279912
WM_13151,2019-02-10 18:53:20,3.1390758
WM_30215,2019-07-07 23:53:20,7.359462
WM_6466,2018-12-23 14:13:20,11.117199
WM_26660,2019-06-12 03:03:20,6.3783927
WM_35152,2019-08-14 16:23:20,5.214841
WM_32884,2019-07-29 14:53:20,5.414944
WM_9358,2019-01-13 01:43:20,3.509222
WM_12458,2019-02-05 19:33:20,9.643237
WM_39052,2019-09-13 22:23:20,8.168198
WM_8494,2019-01-06 23:03:20,6.6385875
WM_26692,2019-06-12 08:53:20,3.324702
WM_3003,2018-11-25 22:23:20,5.9297085
WM_22931,2019-05-14 04:13:20,3.8560462
WM_20618,2019-04-27 02:23:20,5.7007537
WM_38647,2019-09-10 19:03:20,5.3820496
WM_9651,2019-01-15 04:43:20,7.608657
WM_22736,2019-05-12 19:33:20,7.490152
WM_27742,2019-06-20 04:43:20,5.952468
WM_19014,2019-04-04 21:13:20,3.7480347
WM_16873,2019-03-13 22:33:20,2.5283158
WM_31270,2019-07-15 14:13:20,5.95411
WM_37454,2019-09-02 07:43:20,3.5373957
WM_23434,2019-05-17 16:23:20,5.339104
WM_7674,2019-01-01 02:43:20,8.768842
WM_336,2018-10-31 13:33:20,10.247486
WM_35313,2019-08-15 19:23:20,7.0696893
WM_8780,2019-01-09 00:03:20,4.200712
WM_30198,2019-07-07 20:53:20,6.218896
WM_19588,2019-04-15 00:03:20,4.40376
WM_29869,2019-07-05 12:23:20,5.1599708
WM_22011,2019-05-07 13:13:20,3.2882645
WM_7485,2018-12-30 19:03:20,13.387831
WM_20602,2019-04-26 23:43:20,5.573028
WM_15833,2019-03-04 13:33:20,7.1401043
WM_6826,2018-12-26 03:03:20,9.559265
WM_38868,2019-09-12 07:53:20,5.7561607
WM_10565,2019-01-22 03:23:20,8.066621
WM_21212,2019-05-01 05:33:20,2.671087
WM_6789,2018-12-25 20:53:20,10.184415
WM_19396,2019-04-07 17:43:20,3.788849
WM_25345,2019-06-01 12:43:20,4.264568
WM_28010,2019-06-22 02:13:20,6.8953295
WM_22584,2019-05-11 16:23:20,4.5841393
WM_13421,2019-02-12 19:53:20,4.4799395
WM_9013,2019-01-10 15:43:20,5.582572
WM_5812,2018-12-18 13:23:20,8.812538
WM_26177,2019-06-08 15:53:20,5.934907
WM_19484,2019-04-08 09:43:20,3.988945
WM_30807,2019-07-12 08:03:20,4.173867
WM_30001,2019-07-06 11:23:20,3.1317363
WM_20082,2019-04-21 21:03:20,6.5644207
WM_6129,2018-12-20 19:13:20,16.586
WM_12565,2019-02-06 13:23:20,8.350729
WM_10362,2019-01-20 10:53:20,11.501666
WM_30535,2019-07-10 09:13:20,3.4334013
WM_34018,2019-08-06 16:23:20,5.529723
WM_7227,2018-12-28 23:53:20,9.215694
WM_31504,2019-07-17 06:23:20,3.5522878
WM_23610,2019-05-18 21:53:20,6.616952
WM_35549,2019-08-18 00:23:20,6.3877616
WM_22312,2019-05-09 17:03:20,6.3095613
WM_22111,2019-05-08 05:53:20,3.4008405
WM_29518,2019-07-03 00:33:20,8.653643
WM_33476,2019-08-02 19:53:20,7.408065
WM_20127,2019-04-22 04:33:20,3.9974127
WM_10424,2019-01-20 21:13:20,8.287
WM_11398,2019-01-29 07:33:20,11.40048
WM_36519,2019-08-24 18:53:20,4.5842576
WM_13100,2019-02-10 10:23:20,5.0230703
WM_8673,2019-01-08 05:33:20,7.683015
WM_21403,2019-05-02 13:23:20,2.4032059
WM_16618,2019-03-11 22:33:20,2.593291
WM_20862,2019-04-28 19:03:20,1.3824823
WM_27607,2019-06-19 01:43:20,8.302656
WM_34790,2019-08-12 04:03:20,2.7906008
WM_15696,2019-03-01 23:03:20,7.8720565
WM_1784,2018-11-13 20:33:20,2.8609014
WM_7537,2018-12-31 03:43:20,8.496639
WM_26386,2019-06-10 04:03:20,4.4636264
WM_4734,2018-12-08 17:53:20,6.4352045
WM_35885,2019-08-20 08:33:20,6.2064967
WM_3178,2018-11-27 04:43:20,8.28727
WM_4643,2018-12-08 02:43:20,9.660979
WM_38867,2019-09-12 07:43:20,6.340034
WM_33620,2019-08-03 20:43:20,9.513213
WM_23220,2019-05-16 04:43:20,4.2511654
WM_21261,2019-05-01 13:43:20,1.6839927
WM_169,2018-10-30 01:43:20,10.602831
WM_4847,2018-12-09 13:53:20,9.755518
WM_4735,2018-12-08 18:03:20,7.0464015
WM_7103,2018-12-28 03:13:20,9.127296
WM_12627,2019-02-06 23:43:20,5.9065857
WM_30782,2019-07-12 03:53:20,5.9942703
WM_13382,2019-02-12 13:03:20,8.156372
WM_19293,2019-04-06 23:03:20,7.3042293
WM_3726,2018-12-01 06:53:20,4.096648
WM_7799,2019-01-02 00:13:20,11.927748
WM_36877,2019-08-27 07:13:20,4.518953
WM_10940,2019-01-24 20:33:20,10.006924
WM_34161,2019-08-07 16:53:20,3.2361443
WM_2107,2018-11-16 03:53:20,6.7496405
WM_2997,2018-11-25 21:13:20,3.9018924
WM_36565,2019-08-25 02:43:20,5.695728
WM_11242,2019-01-26 23:23:20,9.843919
WM_32521,2019-07-26 14:23:20,4.4227724
WM_9301,2019-01-12 16:13:20,3.195583
WM_15771,2019-03-04 02:03:20,10.530077
WM_34160,2019-08-07 16:43:20,3.2068164
WM_12352,2019-02-05 01:23:20,10.254394
WM_10508,2019-01-21 11:13:20,11.23729
WM_21109,2019-04-30 12:13:20,2.4493124
WM_12281,2019-02-04 13:33:20,7.910082
WM_26576,2019-06-11 12:03:20,3.572235
WM_14581,2019-02-21 11:03:20,13.063408
WM_2066,2018-11-15 20:53:20,4.857625
WM_28138,2019-06-23 00:53:20,8.763552
WM_14071,2019-02-17 15:33:20,9.141175
WM_39419,2019-09-16 11:53:20,4.1656375
WM_1785,2018-11-13 20:43:20,3.5685787
WM_19415,2019-04-07 20:53:20,5.604653
WM_39122,2019-09-14 10:03:20,2.457338
WM_38391,2019-09-08 19:53:20,7.415425
WM_12971,2019-02-09 10:33:20,6.9782257
WM_5911,2018-12-19 06:53:20,9.632713
WM_1639,2018-11-12 19:03:20,4.7505507
WM_16451,2019-03-09 01:53:20,3.3521292
WM_39544,2019-09-17 08:43:20,2.5621455
WM_36963,2019-08-27 21:33:20,3.5857465
WM_15879,2019-03-04 21:13:20,8.862838
WM_30025,2019-07-06 15:23:20,4.075946
WM_9499,2019-01-14 01:43:20,6.0894313
WM_34496,2019-08-10 01:53:20,5.7290397
WM_23490,2019-05-18 01:43:20,6.7557344
WM_30660,2019-07-11 07:13:20,6.3568416
WM_29703,2019-07-04 08:03:20,9.195388
WM_35238,2019-08-15 06:43:20,6.905772
WM_11800,2019-02-01 04:03:20,9.394418
WM_8183,2019-01-04 18:03:20,6.6556764
WM_4827,2018-12-09 10:33:20,8.651993
WM_19980,2019-04-19 07:33:20,3.9132826
WM_21918,2019-05-06 21:43:20,6.9087176
WM_919,2018-11-07 03:33:20,3.3683443
WM_978,2018-11-07 13:33:20,2.285457
WM_4015,2018-12-03 12:23:20,4.7642064
WM_2046,2018-11-15 17:33:20,3.4311197
WM_21356,2019-05-02 05:33:20,2.5074081
WM_20805,2019-04-28 09:33:20,2.3189645
WM_37742,2019-09-04 07:43:20,3.1716201
WM_29601,2019-07-03 14:53:20,3.3880723
WM_20502,2019-04-26 04:33:20,5.616949
WM_38106,2019-09-06 20:23:20,6.939381
WM_37829,2019-09-04 22:13:20,8.373662
WM_22758,2019-05-12 23:23:20,5.6044164
WM_3144,2018-11-26 22:53:20,4.821117
WM_27306,2019-06-16 21:13:20,7.6445937
WM_2278,2018-11-17 08:33:20,8.134273
WM_19096,2019-04-05 10:53:20,2.3383808
WM_3400,2018-11-28 18:13:20,3.1456475
WM_36478,2019-08-24 12:03:20,4.3565416
WM_37391,2019-09-01 21:13:20,7.9565983
WM_3260,2018-11-27 18:23:20,2.5633035
WM_22378,2019-05-10 04:03:20,3.1740844
WM_3262,2018-11-27 18:43:20,2.0611448
WM_29470,2019-07-02 16:23:20,3.961941
WM_20195,2019-04-22 15:53:20,6.077911
WM_10100,2019-01-18 14:03:20,10.84479
WM_29007,2019-06-29 09:03:20,6.0084023
WM_28945,2019-06-28 21:23:20,6.2658367
WM_3282,2018-11-27 22:13:20,2.9479027
WM_29822,2019-07-05 04:13:20,5.783009
WM_11180,2019-01-26 13:03:20,11.55405
WM_25886,2019-06-06 10:03:20,3.50379
WM_16104,2019-03-06 14:33:20,9.829122
WM_20310,2019-04-24 20:33:20,6.4097767
WM_27025,2019-06-14 20:53:20,7.937351
WM_30536,2019-07-10 09:23:20,3.2413669
WM_4845,2018-12-09 13:33:20,8.099955
WM_2612,2018-11-23 02:33:20,9.166182
WM_1168,2018-11-09 03:43:20,2.9879143
WM_30790,2019-07-12 05:13:20,5.640918
WM_21951,2019-05-07 03:13:20,4.675355
WM_8126,2019-01-04 08:33:20,4.8536077
WM_28376,2019-06-24 18:13:20,6.1341696
WM_9996,2019-01-17 20:23:20,8.201899
WM_39047,2019-09-13 21:33:20,8.43861
WM_4255,2018-12-05 06:23:20,4.9630203
WM_23888,2019-05-20 20:53:20,6.412734
WM_32129,2019-07-21 18:03:20,6.7085633
WM_32868,2019-07-29 12:13:20,4.2541094
WM_28054,2019-06-22 10:43:20,4.051462
WM_31681,2019-07-18 12:53:20,4.796017
WM_7760,2019-01-01 17:43:20,11.311406
WM_38994,2019-09-13 12:43:20,2.5845969
WM_24084,2019-05-22 05:33:20,4.220238
WM_35316,2019-08-15 19:53:20,6.638425
WM_33073,2019-07-30 23:13:20,7.237272
WM_4105,2018-12-04 03:23:20,5.7146306
WM_23315,2019-05-16 20:33:20,5.0297127
WM_14334,2019-02-19 13:33:20,5.654843
WM_3848,2018-12-02 08:13:20,4.0325484
WM_21738,2019-05-05 15:33:20,2.9580994
WM_38600,2019-09-10 11:13:20,2.3200407
WM_30702,2019-07-11 14:13:20,2.4578311
WM_11103,2019-01-26 00:03:20,8.456843
WM_21483,2019-05-03 04:53:20,1.3498152
WM_2905,2018-11-25 04:13:20,9.747677
WM_26728,2019-06-12 14:53:20,5.09996
WM_9818,2019-01-16 10:23:20,10.455196
WM_34726,2019-08-11 17:13:20,6.196001
WM_32206,2019-07-22 07:13:20,4.598163
WM_13112,2019-02-10 12:23:20,5.910131
WM_7772,2019-01-01 19:43:20,12.389026
WM_9191,2019-01-11 21:43:20,12.687858
WM_18161,2019-03-25 01:43:20,5.1783476
WM_9162,2019-01-11 16:53:20,4.409782
WM_17731,2019-03-21 18:33:20,3.1131892
WM_28340,2019-06-24 12:13:20,4.780191
WM_23892,2019-05-20 21:33:20,6.298317
WM_34121,2019-08-07 10:13:20,2.6791124
WM_29418,2019-07-02 07:33:20,3.8902493
WM_24858,2019-05-28 14:33:20,7.5547643
WM_25025,2019-05-29 21:13:20,5.3013363
WM_14759,2019-02-22 19:53:20,9.583963
WM_14149,2019-02-18 05:23:20,5.529969
WM_19605,2019-04-15 02:53:20,2.4073284
WM_21452,2019-05-02 23:43:20,3.9316854
WM_2737,2018-11-24 00:03:20,1.9102281
WM_6786,2018-12-25 20:23:20,9.705377
WM_29566,2019-07-03 08:33:20,3.0345407
WM_26485,2019-06-10 20:33:20,7.3588095
WM_29997,2019-07-06 10:43:20,3.747785
WM_39659,2019-09-18 03:53:20,6.4206576
WM_9202,2019-01-11 23:33:20,6.0389357
WM_3667,2018-11-30 20:33:20,2.977108
WM_15300,2019-02-27 04:03:20,12.994187
WM_20760,2019-04-28 02:03:20,6.015836
WM_29696,2019-07-04 06:53:20,6.679835
WM_37578,2019-09-03 04:23:20,5.314217
WM_2526,2018-11-22 11:43:20,5.41348
WM_24320,2019-05-23 21:23:20,6.076479
WM_34492,2019-08-10 01:03:20,7.5122886
WM_27339,2019-06-17 03:23:20,6.6911807
WM_35410,2019-08-17 01:13:20,8.352913
WM_37851,2019-09-05 01:53:20,6.157925
WM_15790,2019-03-04 05:13:20,8.467542
WM_31861,2019-07-19 19:13:20,5.8995514
WM_7261,2018-12-29 05:33:20,8.115681
WM_9239,2019-01-12 05:53:20,1.8707753
WM_22047,2019-05-07 19:13:20,5.8628664
WM_38272,2019-09-08 00:03:20,9.736121
WM_7550,2018-12-31 06:03:20,7.8828917
WM_25537,2019-06-03 03:03:20,4.9293585
WM_12157,2019-02-03 16:33:20,8.761346
WM_16746,2019-03-12 23:53:20,2.8189518
WM_18905,2019-04-03 20:13:20,4.4184346
WM_9531,2019-01-14 08:03:20,4.9668527
WM_3751,2018-12-01 11:13:20,5.923024
WM_12721,2019-02-07 16:03:20,7.953903
WM_15904,2019-03-05 01:33:20,10.514348
WM_24986,2019-05-29 14:43:20,4.8854675
WM_17002,2019-03-14 21:43:20,4.34346
WM_16584,2019-03-11 16:53:20,4.7501345
WM_27684,2019-06-19 18:23:20,4.141084
WM_11882,2019-02-01 18:03:20,12.416421
WM_2383,2018-11-20 18:43:20,4.039172
WM_22179,2019-05-08 17:43:20,5.866367
WM_23238,2019-05-16 07:43:20,6.205281
WM_13058,2019-02-10 02:03:20,7.6212244
WM_4201,2018-12-04 21:13:20,9.952551
WM_40135,2019-09-22 05:23:20,5.474316
WM_24266,2019-05-23 12:13:20,5.3897057
WM_19298,2019-04-07 00:23:20,5.828218
WM_4066,2018-12-03 20:53:20,6.2721963
WM_15350,2019-02-27 13:13:20,13.361513
WM_35118,2019-08-14 10:43:20,5.4687443
WM_17173,2019-03-17 17:43:20,3.2921407
WM_19720,2019-04-16 14:43:20,5.064993
WM_10720,2019-01-23 07:13:20,10.595965
WM_20079,2019-04-21 20:33:20,4.907488
WM_22637,2019-05-12 01:13:20,4.968305
WM_10365,2019-01-20 11:23:20,10.895513
WM_10928,2019-01-24 18:33:20,7.0188956
WM_22724,2019-05-12 17:33:20,5.1539693
WM_3183,2018-11-27 05:33:20,9.825753
WM_3567,2018-11-29 23:03:20,5.8885436
WM_20755,2019-04-28 01:13:20,5.703811
WM_16912,2019-03-14 05:03:20,5.5254564
WM_21638,2019-05-04 22:43:20,6.869961
WM_18070,2019-03-24 10:13:20,4.162313
WM_29225,2019-06-30 22:43:20,5.5379744
WM_25368,2019-06-01 17:13:20,3.6017504
WM_37774,2019-09-04 13:03:20,2.4337726
WM_31224,2019-07-15 06:33:20,5.9555807
WM_27810,2019-06-20 16:03:20,4.916174
WM_19959,2019-04-19 04:03:20,3.283546
WM_9919,2019-01-17 04:43:20,7.9395843
WM_19807,2019-04-17 07:13:20,2.720781
WM_27594,2019-06-18 23:33:20,8.345535
WM_20768,2019-04-28 03:23:20,4.7428546
WM_20765,2019-04-28 02:53:20,5.164923
WM_20518,2019-04-26 07:13:20,4.369631
WM_23092,2019-05-15 07:23:20,3.8950095
WM_33404,2019-08-02 07:43:20,4.9587893
WM_36878,2019-08-27 07:23:20,3.9332073
WM_29712,2019-07-04 09:33:20,6.5118833
WM_36247,2019-08-22 21:03:20,8.605322
WM_12345,2019-02-05 00:13:20,11.1942425
WM_15372,2019-02-27 16:53:20,15.42824
WM_22577,2019-05-11 15:13:20,4.1643777
WM_29711,2019-07-04 09:23:20,6.8588376
WM_24160,2019-05-22 18:23:20,5.590931
WM_7381,2018-12-30 01:33:20,10.526016
WM_8902,2019-01-09 21:03:20,5.1315417
WM_39109,2019-09-14 07:53:20,3.0805151
WM_38103,2019-09-06 19:53:20,7.4335217
WM_20737,2019-04-27 22:13:20,4.855608
WM_12406,2019-02-05 10:23:20,8.209357
WM_39384,2019-09-16 06:03:20,3.56924
WM_35114,2019-08-14 10:03:20,7.281514
WM_20953,2019-04-29 10:13:20,1.5858756
WM_11059,2019-01-25 16:43:20,13.410603
WM_8338,2019-01-05 19:53:20,5.542465
WM_32153,2019-07-21 22:03:20,8.321673
WM_9132,2019-01-11 11:53:20,5.665564
WM_26454,2019-06-10 15:23:20,5.2199893
WM_5620,2018-12-17 03:53:20,7.6948185
WM_26574,2019-06-11 11:43:20,3.594073
WM_12997,2019-02-09 15:13:20,4.0629196
WM_5749,2018-12-18 02:23:20,10.386071
WM_19861,2019-04-17 16:33:20,5.335884
WM_28927,2019-06-28 18:13:20,5.4406056
WM_39838,2019-09-19 09:43:20,3.1315653
WM_6304,2018-12-22 04:43:20,9.522172
WM_35728,2019-08-19 06:13:20,3.4795816
WM_34498,2019-08-10 02:13:20,4.803385
WM_2881,2018-11-25 00:13:20,8.051716
WM_10221,2019-01-19 11:03:20,11.293777
WM_33103,2019-07-31 04:13:20,3.9605324
WM_14170,2019-02-18 09:33:20,5.986534
WM_19055,2019-04-05 04:03:20,3.6797035
WM_40115,2019-09-22 02:03:20,6.2602344
WM_34014,2019-08-06 15:43:20,5.2011247
WM_8094,2019-01-04 02:13:20,10.914029
WM_22388,2019-05-10 05:43:20,3.6147316
WM_27512,2019-06-18 09:13:20,6.490825
WM_29764,2019-07-04 18:13:20,7.13155
WM_5999,2018-12-19 21:33:20,12.863706
WM_38458,2019-09-09 07:03:20,5.8730927
WM_33932,2019-08-06 01:53:20,9.32373
WM_34694,2019-08-11 11:43:20,6.526251
WM_39516,2019-09-17 04:03:20,5.820327
WM_32303,2019-07-22 23:33:20,5.5839586
WM_2344,2018-11-17 19:43:20,4.027645
WM_37922,2019-09-05 13:43:20,4.5341477
WM_1954,2018-11-15 01:33:20,8.043497
WM_11286,2019-01-27 06:43:20,9.184238
WM_20316,2019-04-24 21:33:20,6.3071475
WM_12044,2019-02-02 21:33:20,10.215537
WM_19879,2019-04-17 19:33:20,2.3430068
WM_16453,2019-03-09 02:13:20,3.7119143
WM_12867,2019-02-08 16:53:20,5.4323964
WM_33331,2019-08-01 19:23:20,5.598398
WM_6561,2018-12-24 06:13:20,10.7511015
WM_35767,2019-08-19 12:53:20,2.537165
WM_4536,2018-12-07 08:03:20,9.073617
WM_38480,2019-09-09 12:13:20,6.9010086
WM_16899,2019-03-14 02:53:20,7.720738
WM_25372,2019-06-01 17:53:20,4.2676845
WM_2091,2018-11-16 01:03:20,3.7354524
WM_4801,2018-12-09 06:13:20,10.527112
WM_15462,2019-02-28 07:53:20,8.895893
WM_28964,2019-06-29 01:23:20,6.918008
WM_15472,2019-02-28 09:33:20,8.515802
WM_18041,2019-03-24 04:53:20,4.0236654
WM_5504,2018-12-16 08:23:20,6.1106815
WM_853,2018-11-06 14:23:20,4.6280727
WM_8582,2019-01-07 13:53:20,6.5588803
WM_2335,2018-11-17 18:13:20,3.8851895
WM_70,2018-10-29 08:43:20,10.525295
WM_22165,2019-05-08 14:53:20,3.010219
WM_28346,2019-06-24 13:13:20,5.063972
WM_35183,2019-08-14 21:33:20,8.53935
WM_34673,2019-08-11 08:03:20,4.699543
WM_8035,2019-01-03 15:43:20,7.3040767
WM_6627,2018-12-24 17:53:20,9.245821
WM_10872,2019-01-24 09:13:20,9.228763
WM_8465,2019-01-06 17:53:20,8.898813
WM_31769,2019-07-19 03:53:20,5.436123
WM_2878,2018-11-24 23:43:20,7.3331213
WM_20947,2019-04-29 09:13:20,1.706125
WM_33318,2019-08-01 17:13:20,2.9318717
WM_19303,2019-04-07 01:13:20,5.8716464
WM_28426,2019-06-25 02:43:20,7.5176406
WM_35123,2019-08-14 11:33:20,6.544888
WM_109,2018-10-29 15:13:20,5.4883423
WM_1752,2018-11-13 15:03:20,2.483633
WM_13747,2019-02-15 07:03:20,8.164269
WM_32304,2019-07-22 23:43:20,5.0075135
WM_8648,2019-01-08 01:13:20,7.8157573
WM_6556,2018-12-24 05:13:20,10.604463
WM_38703,2019-09-11 04:23:20,4.4548407
WM_33770,2019-08-04 22:03:20,8.479254
WM_758,2018-11-05 21:53:20,2.932947
WM_27919,2019-06-21 10:33:20,5.7358117
WM_23800,2019-05-20 06:13:20,2.8031723
WM_4807,2018-12-09 07:13:20,10.906943
WM_13206,2019-02-11 04:43:20,8.544955
WM_17697,2019-03-21 12:53:20,2.472841
WM_12120,2019-02-03 10:13:20,10.573953
WM_39342,2019-09-15 23:03:20,7.9288106
WM_37668,2019-09-03 19:23:20,4.8953347
WM_7420,2018-12-30 08:03:20,6.1238885
WM_13585,2019-02-13 23:33:20,6.1427355
WM_16520,2019-03-09 18:13:20,2.8311605
WM_14686,2019-02-22 04:33:20,10.060458
WM_11909,2019-02-01 22:33:20,10.587856
WM_2789,2018-11-24 08:53:20,8.848526
WM_21813,2019-05-06 04:13:20,5.765945
WM_20437,2019-04-25 17:43:20,5.209293
WM_11921,2019-02-02 00:33:20,10.389575
WM_3526,2018-11-29 16:03:20,3.8374364
WM_38080,2019-09-06 16:03:20,4.2259197
WM_19674,2019-04-15 14:33:20,3.1969535
WM_14557,2019-02-21 07:03:20,10.038327
WM_18499,2019-03-27 13:43:20,2.498847
WM_29668,2019-07-04 02:13:20,8.274508
WM_12100,2019-02-03 06:53:20,9.228693
WM_21077,2019-04-30 06:53:20,1.5085005
WM_6560,2018-12-24 05:53:20,10.222219
WM_13931,2019-02-16 14:43:20,11.913306
WM_8427,2019-01-06 11:23:20,8.319327
WM_11978,2019-02-02 10:03:20,12.43175
WM_10321,2019-01-20 03:43:20,9.119158
WM_26835,2019-06-13 09:53:20,2.3102722
WM_8223,2019-01-05 00:43:20,10.637347
WM_21543,2019-05-04 06:53:20,5.025126
WM_13701,2019-02-14 19:33:20,6.241864
WM_995,2018-11-07 20:33:20,3.0134408
WM_31119,2019-07-14 13:03:20,5.555281
WM_5210,2018-12-12 05:03:20,8.789571
WM_14717,2019-02-22 09:43:20,9.073473
WM_36173,2019-08-22 08:43:20,4.1364846
WM_14867,2019-02-23 17:43:20,5.452199
WM_6710,2018-12-25 07:43:20,9.558135
WM_39442,2019-09-16 15:43:20,3.8899753
WM_25719,2019-06-04 16:33:20,5.778683
WM_12620,2019-02-06 22:33:20,13.142613
WM_35817,2019-08-19 21:13:20,8.341381
WM_39785,2019-09-19 00:53:20,7.1762137
WM_27605,2019-06-19 01:23:20,7.7095423
WM_3553,2018-11-29 20:43:20,1.8557465
WM_2919,2018-11-25 07:23:20,5.407279
WM_37407,2019-09-01 23:53:20,8.373763
WM_28336,2019-06-24 11:23:20,5.0038104
WM_7143,2018-12-28 09:53:20,7.537196
WM_2479,2018-11-22 03:43:20,5.0166254
WM_14523,2019-02-21 01:23:20,9.903753
WM_6911,2018-12-26 17:53:20,14.85918
WM_32386,2019-07-23 13:23:20,4.40959
WM_31087,2019-07-14 07:43:20,5.5233574
WM_26267,2019-06-09 07:43:20,2.363956
WM_2908,2018-11-25 04:43:20,6.22005
WM_1747,2018-11-13 14:13:20,2.1532536
WM_6955,2018-12-27 01:13:20,10.810099
WM_27404,2019-06-17 14:33:20,3.7948923
WM_7461,2018-12-30 15:03:20,11.972554
WM_39615,2019-09-17 20:33:20,7.768835
WM_15276,2019-02-27 00:03:20,9.3162
WM_14756,2019-02-22 19:23:20,8.919022
WM_45,2018-10-29 04:33:20,7.030402
WM_26200,2019-06-08 19:53:20,6.3148313
WM_21570,2019-05-04 11:23:20,2.3188553
WM_18896,2019-04-03 18:13:20,3.1951914
WM_19764,2019-04-17 00:03:20,4.2106724
WM_801,2018-11-06 05:03:20,4.74729
WM_26028,2019-06-07 11:03:20,3.6194994
WM_2056,2018-11-15 19:13:20,2.985552
WM_16071,2019-03-06 09:03:20,6.999411
WM_12089,2019-02-03 05:03:20,9.509339
WM_3569,2018-11-29 23:23:20,3.065445
WM_6100,2018-12-20 14:23:20,10.833087
WM_11845,2019-02-01 11:53:20,10.635736
WM_20596,2019-04-26 22:43:20,6.8878255
WM_36993,2019-08-28 02:33:20,2.948442
WM_36750,2019-08-26 09:43:20,2.6707115
WM_35466,2019-08-17 10:33:20,5.2751646
WM_35801,2019-08-19 18:33:20,4.9298353
WM_4758,2018-12-08 23:03:20,4.619906
WM_2875,2018-11-24 23:13:20,3.891597
WM_28803,2019-06-27 21:03:20,5.7731185
WM_21900,2019-05-06 18:43:20,4.2408257
WM_30127,2019-07-07 08:33:20,4.2232084
WM_6702,2018-12-25 06:23:20,8.751618
WM_19781,2019-04-17 02:53:20,5.5688376
WM_18329,2019-03-26 09:23:20,5.0522647
WM_8482,2019-01-06 20:43:20,6.1165476
WM_27211,2019-06-16 04:53:20,6.80784
WM_6812,2018-12-26 00:43:20,10.141264
WM_22806,2019-05-13 07:23:20,3.227673
WM_32134,2019-07-21 18:53:20,7.0812707
WM_39814,2019-09-19 05:43:20,4.8958306
WM_27493,2019-06-18 06:03:20,6.4168687
WM_10430,2019-01-20 22:13:20,12.657695
WM_21072,2019-04-30 06:03:20,1.7671751
WM_4579,2018-12-07 15:53:20,11.34113
WM_19333,2019-04-07 07:13:20,1.7090014
WM_4557,2018-12-07 11:33:20,10.594455
WM_21351,2019-05-02 04:43:20,2.9542096
WM_2477,2018-11-22 03:23:20,5.095459
WM_15428,2019-02-28 02:13:20,8.947631
WM_946,2018-11-07 08:13:20,3.2892132
WM_8956,2019-01-10 06:03:20,5.866782
WM_35362,2019-08-16 17:13:20,6.0474944
WM_3512,2018-11-29 13:03:20,5.106745
WM_34953,2019-08-13 07:13:20,3.1396635
WM_19612,2019-04-15 04:03:20,1.8918096
WM_5021,2018-12-10 20:23:20,5.1541963
WM_12820,2019-02-08 09:03:20,6.7592974
WM_3934,2018-12-02 22:53:20,5.329836
WM_23976,2019-05-21 11:33:20,5.4249797
WM_22440,2019-05-10 16:23:20,3.9256604
WM_7125,2018-12-28 06:53:20,8.361151
WM_4671,2018-12-08 07:23:20,8.82248
WM_32536,2019-07-26 16:53:20,3.937409
WM_20710,2019-04-27 17:43:20,4.544129
WM_6780,2018-12-25 19:23:20,10.13046
WM_21222,2019-05-01 07:13:20,2.5040739
WM_7026,2018-12-27 14:23:20,11.967922
WM_33496,2019-08-02 23:13:20,7.885893
WM_27823,2019-06-20 18:13:20,5.7745056
WM_33723,2019-08-04 14:13:20,6.7013206
WM_11252,2019-01-27 01:03:20,11.028537
WM_3958,2018-12-03 02:53:20,5.0016365
WM_13196,2019-02-11 02:43:20,5.836626
WM_27341,2019-06-17 03:43:20,6.180357
WM_35947,2019-08-20 18:53:20,5.3290567
WM_14173,2019-02-18 10:03:20,6.435681
WM_359,2018-10-31 17:23:20,5.139743
WM_21867,2019-05-06 13:13:20,5.19897
WM_4330,2018-12-05 18:53:20,10.997256
